fips,x,y
21009,-85.95417,36.94522
21011,-83.77535,38.14761
21013,-83.64407,36.76921
21015,-84.72097,38.96263
21017,-84.22393,38.21937
21019,-82.69931,38.37031
21021,-84.86081,37.62465
21023,-84.08161,38.68909
21025,-83.33534,37.51506
21027,-86.41573,37.80294
21029,-85.71558,37.96211
21031,-86.65784,37.19758
21033,-87.87059,37.16508
21035,-88.26991,36.62239
21037,-84.36649,38.96383
21039,-88.97196,36.86100
21041,-85.11203,38.67156
21043,-83.00883,38.33645
21045,-84.93358,37.32724
21047,-87.48012,36.89744
21049,-84.15573,37.96876
21051,-83.74817,37.14789
21053,-85.12498,36.75222
21055,-88.08550,37.33647
21057,-85.40832,36.77838
21059,-87.06911,37.74564
21061,-86.23231,37.19877
21063,-83.06265,38.13171
21065,-83.93093,37.69789
21067,-84.47161,38.02830
21069,-83.67838,38.34825
21071,-82.75884,37.52079
21073,-84.86658,38.23405
21075,-89.06052,36.57466
21077,-84.90183,38.76028
21079,-84.54968,37.65151
21081,-84.63805,38.63970
21083,-88.65217,36.72421
21085,-86.34958,37.47209
21087,-85.55386,37.29068
21089,-82.95142,38.56522
21091,-86.75750,37.82736
21093,-85.94209,37.72272
21095,-83.28029,36.84293
21097,-84.32832,38.43005
21099,-85.90880,37.29930
21101,-87.57774,37.80681
21103,-85.14619,38.46606
21105,-88.99288,36.65019
21107,-87.58502,37.33770
21109,-83.99607,37.41600
21111,-85.65568,38.18833
21113,-84.57199,37.86628
21115,-82.83353,37.85192
21117,-84.53507,38.94404
21119,-82.93803,37.34938
21121,-83.85506,36.87122
21123,-85.71199,37.57726
21125,-84.11510,37.13745
21127,-82.75130,38.07418
21129,-83.69943,37.60479
21131,-83.35184,37.10183
21133,-82.89307,37.11379
21135,-83.38831,38.52187
21137,-84.65883,37.43972
21139,-88.32650,37.20374
21141,-86.86454,36.85840
21143,-88.08035,37.02347
21145,-88.72383,37.08573
21147,-84.49018,36.77712
21149,-87.21156,37.53194
21151,-84.29051,37.71641
21153,-83.09701,37.69053
21155,-85.27423,37.57196
21157,-88.33299,36.90584
21159,-82.52609,37.81571
21161,-83.80429,38.61623
21163,-86.25234,37.99890
21165,-83.61121,37.93861
21167,-84.86784,37.82456
21169,-85.62369,37.00207
21171,-85.71867,36.72858
21173,-83.91990,38.04618
21175,-83.22285,37.91391
21177,-87.13725,37.22839
21179,-85.52985,37.75662
21181,-83.99720,38.32640
21183,-86.87445,37.47506
21185,-85.47686,38.40480
21187,-84.84627,38.53157
21189,-83.68489,37.39832
21191,-84.36657,38.70268
21193,-83.17200,37.21770
21195,-82.32520,37.47062
21197,-83.79687,37.82515
21199,-84.59659,37.11162
21201,-84.06634,38.51575
21203,-84.31518,37.34627
21205,-83.44256,38.20687
21207,-85.02770,37.00642
21209,-84.58617,38.30167
21211,-85.21025,38.19738
21213,-86.57336,36.75883
21215,-85.30685,38.04338
21217,-85.30284,37.33761
21219,-87.17742,36.85740
21221,-87.90405,36.81713
21223,-85.33297,38.61494
21225,-87.94685,37.68547
21227,-86.40590,36.98384
21229,-85.18229,37.77398
21231,-84.81559,36.80048
21233,-87.69624,37.49880
21235,-84.16359,36.78011
21237,-83.48896,37.74074
21239,-84.74351,38.02114
22001,-92.40183,30.26517
22003,-92.78834,30.66173
22005,-90.89200,30.20474
22007,-91.05447,29.85314
22009,-91.97035,31.09591
22011,-93.33016,30.64260
22013,-93.08778,32.36617
22015,-93.59864,32.62776
22017,-93.90109,32.60827
22019,-93.36864,30.26423
22021,-92.09203,32.10249
22023,-93.27029,29.79026
22025,-91.91680,31.59692
22027,-92.98164,32.80103
22029,-91.70371,31.36598
22031,-93.78588,32.09494
22033,-91.08939,30.51632
22035,-91.25150,32.77131
22037,-91.03866,30.82465
22039,-92.38525,30.74108
22041,-91.69978,32.13885
22043,-92.56194,31.59215
22045,-91.91237,29.74257
22047,-91.31592,30.26108
22049,-92.54378,32.32130
22051,-90.08319,29.64190
22053,-92.82748,30.26275
22055,-92.11332,30.20919
22057,-90.26295,29.45886
22059,-92.18020,31.62555
22061,-92.64152,32.60642
22063,-90.74086,30.41259
22065,-91.23353,32.37709
22067,-91.82940,32.75737
22069,-93.20494,31.74740
22071,-89.97467,30.03278
22073,-92.17431,32.49082
22075,-89.54155,29.37994
22077,-91.67536,30.75167
22079,-92.53121,31.20330
22081,-93.31978,32.06243
22083,-91.73388,32.40949
22085,-93.47792,31.50541
22087,-89.33954,29.91510
22089,-90.40272,29.93059
22091,-90.70448,30.82447
22093,-90.82139,30.02148
22095,-90.53278,30.09052
22097,-91.98284,30.57467
22099,-91.77974,30.26542
22101,-91.43520,29.59771
22103,-89.96205,30.42547
22105,-90.40814,30.61746
22107,-91.29953,31.99155
22109,-90.81578,29.38222
22111,-92.38959,32.79783
22113,-92.29200,29.81272
22115,-93.18676,31.11206
22117,-90.04313,30.83496
22119,-93.31579,32.71502
22121,-91.33780,30.49024
22123,-91.46707,32.79419
22125,-91.38036,30.82672
22127,-92.60040,31.92875
23001,-70.20311,44.19650
23003,-68.30374,46.51383
23005,-70.32679,43.81891
23007,-70.46552,45.06351
23009,-68.42096,44.64053
23011,-69.78969,44.41465
23013,-68.89504,44.04856
23015,-69.55543,44.02134
23017,-70.65527,44.56602
23019,-68.43248,45.51997
23021,-69.27226,45.79253
23023,-69.80483,43.90220
23025,-70.12594,45.57564
23027,-69.09255,44.47820
23029,-67.52243,45.00320
23031,-70.65705,43.36575
24001,-78.59528,39.58065
24003,-76.54393,38.97427
24005,-76.63641,39.43896
24009,-76.55366,38.53716
24011,-75.83581,38.88951
24013,-77.01314,39.53463
24015,-75.92731,39.54164
24017,-77.06927,38.43824
24019,-76.09860,38.38148
24021,-77.36792,39.47016
24023,-79.29473,39.46249
24025,-76.23419,39.48779
24027,-76.89345,39.23631
24029,-76.19934,39.19904
24031,-77.23880,39.14387
24033,-76.84244,38.83339
24035,-76.03921,39.03472
24037,-76.55895,38.19486
24039,-75.80361,38.09271
24041,-76.22368,38.75853
24043,-77.72028,39.52065
24045,-75.58151,38.38851
24047,-75.32928,38.22313
24510,-76.62041,39.28453
25001,-70.20802,41.79965
25003,-73.20214,42.39146
25005,-71.07784,41.75618
25007,-70.70637,41.37810
25009,-70.85645,42.63532
25011,-72.56361,42.52284
25013,-72.62675,42.17039
25015,-72.71400,42.36960
25017,-71.28804,42.44571
25019,-70.15501,41.31403
25021,-71.20274,42.15661
25023,-70.71738,41.96894
25025,-71.00602,42.33905
25027,-71.95769,42.36470
26001,-83.12899,44.68658
26003,-86.48663,46.93292
26005,-86.28877,42.59324
26007,-83.16519,45.03414
26009,-85.13983,45.00852
26011,-83.80536,44.00330
26013,-88.33389,46.73391
26015,-85.30928,42.59555
26017,-83.93611,43.73692
26019,-86.30459,44.64524
26021,-86.68622,42.00168
26023,-85.05885,41.91598
26025,-85.00696,42.24638
26027,-85.99181,41.91536
26029,-85.43240,45.49234
26031,-84.48993,45.50421
26033,-84.69084,46.39514
26035,-84.84703,43.98919
26037,-84.60167,42.94438
26039,-84.61068,44.68265
26041,-86.89255,45.74387
26043,-87.86723,45.98420
26045,-84.83873,42.59427
26047,-85.01275,45.56831
26049,-83.69322,43.00166
26051,-84.38620,43.98781
26053,-90.07820,46.56950
26055,-85.47514,44.81605
26057,-84.60235,43.29072
26059,-84.59353,41.89113
26061,-88.67159,46.94979
26063,-82.87589,43.93146
26065,-84.37364,42.59899
26067,-85.07476,42.94577
26069,-83.08642,44.33669
26071,-88.55417,46.17142
26073,-84.84720,43.64034
26075,-84.42392,42.24740
26077,-85.53152,42.24538
26079,-85.09157,44.68493
26081,-85.55043,43.03182
26083,-88.38202,47.75965
26085,-85.80145,43.99081
26087,-83.22616,43.10487
26089,-85.90452,45.17668
26091,-84.06577,41.89604
26093,-83.91107,42.60362
26095,-85.54974,46.79692
26097,-84.98998,45.96911
26099,-82.90140,42.67230
26101,-86.36928,44.34160
26103,-87.61516,46.60402
26105,-86.54507,43.99525
26107,-85.32435,43.64074
26109,-87.46661,45.52796
26111,-84.38753,43.64468
26113,-85.09572,44.33759
26115,-83.47576,41.90889
26117,-85.07896,43.29319
26119,-84.12984,45.02875
26121,-86.58697,43.29582
26123,-85.80114,43.55461
26125,-83.38691,42.65993
26127,-86.58298,43.64431
26129,-84.12648,44.33541
26131,-89.49806,47.02359
26133,-85.32530,43.98924
26135,-84.12993,44.68192
26137,-84.60942,45.02817
26139,-86.43749,42.98529
26141,-83.54857,45.48511
26143,-84.61195,44.33600
26145,-84.03394,43.34868
26147,-82.60663,42.82422
26149,-85.52639,41.91498
26151,-82.65685,43.42430
26153,-86.17705,46.04215
26155,-84.14777,42.95436
26157,-83.40494,43.52467
26159,-86.42568,42.24736
26161,-83.83750,42.25288
26163,-83.33415,42.24234
26165,-85.57893,44.33861
27001,-93.41638,46.59216
27003,-93.24249,45.22509
27005,-95.66829,46.93318
27007,-94.84091,47.97483
27009,-93.98404,45.69158
27011,-96.33258,45.38135
27013,-94.06869,44.05602
27015,-94.65207,44.30299
27017,-92.67323,46.59318
27019,-93.76525,44.80624
27021,-94.21737,46.87872
27023,-95.52660,44.95170
27025,-92.87419,45.51391
27027,-96.47402,46.89006
27029,-95.36909,47.58587
27031,-90.34082,47.74607
27033,-95.16080,44.02161
27035,-94.07038,46.48132
27037,-93.02514,44.69714
27039,-92.86188,44.02256
27041,-95.45248,45.93322
27043,-93.94819,43.67474
27045,-92.09015,43.67409
27047,-93.34891,43.67474
27049,-92.73488,44.45464
27051,-96.01162,45.93391
27053,-93.48729,45.01492
27055,-91.50121,43.67392
27057,-94.91668,47.10808
27059,-93.32655,45.57272
27061,-93.57188,47.46280
27063,-95.15387,43.67422
27065,-93.33068,45.94486
27067,-95.00170,45.15198
27069,-96.77823,48.77197
27071,-93.75971,48.27195
27073,-96.17379,45.03691
27075,-91.40609,47.50141
27077,-94.88766,48.87653
27079,-93.74354,44.36994
27081,-96.26568,44.41346
27083,-95.83665,44.41340
27085,-94.25389,44.80447
27087,-95.80907,47.32522
27089,-96.36954,48.35837
27091,-94.55128,43.67423
27093,-94.50645,45.10934
27095,-93.64307,45.90306
27097,-94.22921,46.05962
27099,-92.74947,43.67411
27101,-95.76344,44.02230
27103,-94.20496,44.30533
27105,-95.75316,43.67462
27107,-96.45168,47.32513
27109,-92.37838,44.01484
27111,-95.71798,46.41066
27113,-96.04663,48.05637
27115,-92.67459,46.07461
27117,-96.25892,44.02324
27119,-96.66923,47.83627
27121,-95.44907,45.58605
27123,-93.09613,45.00543
27125,-96.09575,47.86247
27127,-95.22981,44.44854
27129,-94.96989,44.67421
27131,-93.28246,44.36787
27133,-96.25333,43.67453
27135,-95.74763,48.76818
27137,-92.42849,47.64046
27139,-93.50326,44.67836
27141,-93.75788,45.40296
27143,-94.26609,44.58687
27145,-94.64085,45.52844
27147,-93.22598,44.02237
27149,-96.00567,45.58587
27151,-95.68625,45.28198
27153,-94.89702,46.07098
27155,-96.42898,45.80374
27157,-92.22796,44.28115
27159,-94.96776,46.58738
27161,-93.58726,44.02239
27163,-92.87345,45.02164
27165,-94.61410,43.97871
27167,-96.44003,46.32622
27169,-91.79497,44.01966
27171,-93.95086,45.20077
27173,-95.93932,44.73894
28001,-91.33655,31.47091
28003,-88.59434,34.87567
28005,-90.80389,31.17429
28007,-89.57220,33.08278
28009,-89.19371,34.78933
28011,-90.85625,33.82575
28013,-89.32268,33.94175
28015,-89.96154,33.44562
28017,-88.92892,33.90699
28019,-89.27111,33.32123
28021,-90.90053,32.00604
28023,-88.68474,32.02704
28025,-88.77409,33.65906
28027,-90.64296,34.25573
28029,-90.42683,31.86785
28031,-89.57800,31.61660
28033,-89.96297,34.85151
28035,-89.24713,31.17212
28037,-90.89434,31.46555
28039,-88.65168,30.86491
28041,-88.63928,31.21696
28043,-89.82186,33.78726
28045,-89.51178,30.40442
28047,-89.09579,30.40837
28049,-90.42533,32.31099
28051,-90.07327,33.12732
28053,-90.53708,33.12596
28055,-91.01132,32.71128
28057,-88.36201,34.27618
28059,-88.64102,30.44148
28061,-89.11732,32.01362
28063,-91.02573,31.73900
28065,-89.83938,31.58247
28067,-89.17161,31.62909
28069,-88.64155,32.75306
28071,-89.48378,34.35824
28073,-89.50115,31.20708
28075,-88.66239,32.40125
28077,-90.11037,31.54371
28079,-89.52415,32.75368
28081,-88.68497,34.29175
28083,-90.27718,33.52350
28085,-90.43894,31.53345
28087,-88.43052,33.51633
28089,-90.00863,32.64247
28091,-89.84281,31.21727
28093,-89.51116,34.74508
28095,-88.47614,33.86959
28097,-89.64586,33.48183
28099,-89.11671,32.75493
28101,-89.11885,32.40067
28103,-88.57017,33.10727
28105,-88.87947,33.42552
28107,-89.95929,34.35660
28109,-89.58393,30.73648
28111,-88.99322,31.17152
28113,-90.40432,31.17473
28115,-89.03549,34.22698
28117,-88.52429,34.61019
28119,-90.28818,34.29145
28121,-89.94148,32.32035
28123,-89.53480,32.42776
28125,-90.82128,32.87975
28127,-89.90780,31.90146
28129,-89.48829,32.00168
28131,-89.11297,30.77902
28133,-90.55541,33.62840
28135,-90.18813,33.92977
28137,-89.94408,34.66338
28139,-88.92068,34.79558
28141,-88.22426,34.72983
28143,-90.34860,34.65786
28145,-89.01785,34.48201
28147,-90.14550,31.17571
28149,-90.79163,32.34861
28151,-90.88081,33.26906
28153,-88.70265,31.66353
28155,-89.26255,33.59973
28157,-91.32420,31.18726
28159,-89.06580,33.10427
28161,-89.71691,34.02950
28163,-90.36068,32.76270
29001,-92.60093,40.19125
29003,-94.80215,39.97533
29005,-95.41822,40.42320
29007,-91.76238,39.20232
29009,-93.82301,36.71551
29011,-94.34709,37.50125
29013,-94.34323,38.25217
29015,-93.29767,38.29890
29017,-90.00456,37.31948
29019,-92.34041,38.94589
29021,-94.80496,39.67595
29023,-90.39058,36.71222
29025,-93.98223,39.65695
29027,-91.89331,38.81072
29029,-92.79112,38.03539
29031,-89.64414,37.36638
29033,-93.47284,39.41099
29035,-90.95826,36.95721
29037,-94.36387,38.64667
29039,-93.83962,37.73673
29041,-92.96221,39.46431
29043,-93.12197,36.95629
29045,-91.73237,40.43108
29047,-94.40633,39.28292
29049,-94.40416,39.60134
29051,-92.24471,38.53067
29053,-92.78896,38.87255
29055,-91.31058,37.95446
29057,-93.85012,37.43229
29059,-93.01201,37.66073
29061,-93.98325,39.96077
29063,-94.40472,39.89263
29065,-91.48194,37.60212
29067,-92.49893,36.93256
29069,-90.01534,36.31349
29071,-91.05211,38.45593
29073,-91.50570,38.43297
29075,-94.41040,40.21021
29077,-93.33362,37.25857
29079,-93.56552,40.11234
29081,-93.98911,40.35537
29083,-93.79162,38.38365
29085,-93.29094,37.93931
29087,-95.23213,40.06290
29089,-92.69240,39.15575
29091,-91.89376,36.77727
29093,-90.65874,37.50720
29095,-94.35836,39.03519
29097,-94.33644,37.20651
29099,-90.56930,38.25297
29101,-93.81318,38.74726
29103,-92.14783,40.12699
29105,-92.59246,37.68404
29107,-93.79711,39.10065
29109,-93.83312,37.10645
29111,-91.72700,40.10128
29113,-90.98740,39.04827
29115,-93.10845,39.86973
29117,-93.56149,39.78957
29119,-94.34488,36.63230
29121,-92.57325,39.82162
29123,-90.34562,37.47393
29125,-91.90607,38.15172
29127,-91.60690,39.80249
29129,-93.56574,40.42245
29131,-92.44628,38.22374
29133,-89.33111,36.81858
29135,-92.62759,38.67500
29137,-92.00915,39.50031
29139,-91.45229,38.91199
29141,-92.85300,38.44006
29143,-89.67060,36.60436
29145,-94.34101,36.90217
29147,-94.88900,40.35228
29149,-91.39926,36.69290
29151,-91.82557,38.49802
29153,-92.44244,36.65168
29155,-89.81819,36.21349
29157,-89.83101,37.73483
29159,-93.28108,38.72453
29161,-91.77508,37.87795
29163,-91.17061,39.36805
29165,-94.75547,39.34410
29167,-93.39538,37.62250
29169,-92.21749,37.81190
29171,-93.03454,40.46575
29173,-91.54048,39.50264
29175,-92.50506,39.42837
29177,-93.98550,39.33063
29179,-90.96346,37.32710
29181,-90.85746,36.66102
29183,-90.72759,38.75124
29185,-93.78271,38.02426
29186,-90.19738,37.89904
29187,-90.53787,37.85870
29189,-90.51801,38.63980
29195,-93.19292,39.17062
29197,-92.52719,40.47010
29199,-92.14812,40.45304
29201,-89.57782,37.05642
29203,-91.34434,37.15200
29205,-92.06891,39.77909
29207,-89.97327,36.87735
29209,-93.44158,36.74624
29211,-93.11108,40.21008
29213,-93.03987,36.65554
29215,-91.94960,37.32685
29217,-94.34256,37.84989
29219,-91.18975,38.76985
29221,-90.86800,37.97063
29223,-90.50059,37.11935
29225,-92.88434,37.27704
29227,-94.43177,40.47860
29229,-92.47252,37.27004
29510,-90.24085,38.65299
30001,-113.01166,45.14972
30003,-107.39966,45.51892
30005,-108.96506,48.36077
30007,-111.45275,46.30752
30009,-109.14248,45.31957
30011,-104.51165,45.56357
30013,-111.41653,47.25840
30015,-110.47376,47.86042
30017,-105.53005,46.32304
30019,-105.52976,48.78790
30021,-104.92606,47.32588
30023,-113.09979,46.01232
30025,-104.46556,46.28373
30027,-109.35968,47.24585
30029,-114.09146,48.29836
30031,-111.20564,45.33749
30033,-107.10361,47.41396
30035,-112.96609,48.65421
30037,-109.13242,46.40000
30039,-113.41903,46.38536
30041,-110.12653,48.56618
30043,-112.14959,46.15870
30045,-110.20054,47.04402
30047,-114.12482,47.59499
30049,-112.53459,47.18442
30051,-111.01585,48.56576
30053,-115.44932,48.44602
30055,-105.81231,47.59535
30057,-111.91520,45.28408
30059,-110.82066,46.63715
30061,-114.86344,47.09669
30063,-113.94482,47.11616
30065,-108.32119,46.44264
30067,-110.50627,45.59310
30069,-108.33483,47.17374
30071,-107.89045,48.22561
30073,-112.44598,48.23368
30075,-105.61078,45.39091
30077,-113.04935,46.93290
30079,-105.47639,46.86102
30081,-114.13321,46.06004
30083,-104.63910,47.75212
30085,-104.92546,48.27900
30087,-106.56539,46.01994
30089,-115.15427,47.69240
30091,-104.54315,48.69479
30093,-112.69053,45.90510
30095,-109.21295,45.64968
30097,-109.89125,45.69613
30099,-112.16172,47.81670
30101,-111.73127,48.60840
30103,-107.23676,46.17646
30105,-106.53254,48.33047
30107,-109.84249,46.48594
30109,-104.18668,47.01826
30111,-108.36067,45.97897
31001,-98.50113,40.52488
31003,-98.06767,42.17634
31005,-101.69611,41.57121
31007,-103.71001,41.54666
31009,-99.97643,41.91189
31011,-98.06091,41.69851
31013,-103.09396,42.21615
31015,-98.62474,42.87987
31017,-99.92961,42.46625
31019,-99.07397,40.85013
31021,-96.34636,41.86492
31023,-97.13842,41.25123
31025,-96.15092,40.92606
31027,-97.25055,42.60808
31029,-101.69794,40.52456
31031,-101.12498,42.54097
31033,-102.99327,41.22056
31035,-98.05133,40.52443
31037,-97.07926,41.55994
31039,-96.78746,41.91644
31041,-99.72720,41.39371
31043,-96.57086,42.40092
31045,-103.12697,42.71848
31047,-99.82510,40.85961
31049,-102.33319,41.11226
31051,-96.86887,42.51332
31053,-96.67514,41.56792
31055,-96.15021,41.29194
31057,-101.68844,40.17761
31059,-97.59652,40.52455
31061,-98.95265,40.17574
31063,-100.38223,40.52496
31065,-99.91225,40.17715
31067,-96.68998,40.26233
31069,-102.31102,41.61556
31071,-98.99153,41.91436
31073,-99.81271,40.52566
31075,-101.74663,41.92032
31077,-98.52125,41.56747
31079,-98.50224,40.87281
31081,-98.01820,40.93422
31083,-99.40452,40.17654
31085,-101.06362,40.52475
31087,-101.04306,40.17898
31089,-98.77524,42.49236
31091,-101.13486,41.91779
31093,-98.51723,41.22001
31095,-97.14276,40.17582
31097,-96.26495,40.39257
31099,-98.95176,40.51953
31101,-101.66286,41.19786
31103,-99.72771,42.85805
31105,-103.71476,41.19855
31107,-97.89537,42.65974
31109,-96.68726,40.78445
31111,-100.73719,41.04632
31113,-100.48353,41.56668
31115,-99.45444,41.91412
31117,-101.06047,41.56774
31119,-97.60073,41.91655
31121,-98.07652,41.13234
31123,-103.00447,41.71945
31125,-97.99759,41.39523
31127,-95.86320,40.41130
31129,-98.04720,40.17636
31131,-96.12342,40.65423
31133,-96.23704,40.13141
31135,-101.64969,40.85139
31137,-99.41192,40.51841
31139,-97.60142,42.26429
31141,-97.54137,41.53854
31143,-97.57242,41.22201
31145,-100.47783,40.17702
31147,-95.71464,40.13095
31149,-99.46035,42.44771
31151,-97.14063,40.52406
31153,-96.10053,41.09274
31155,-96.63709,41.23417
31157,-103.70733,41.85105
31159,-97.13941,40.87246
31161,-102.41984,42.50195
31163,-98.97628,41.22073
31165,-103.76674,42.50482
31167,-97.19396,41.91691
31169,-97.59496,40.17612
31171,-100.55504,41.91587
31173,-96.57129,42.14665
31175,-98.98169,41.56723
31177,-96.26865,41.53691
31179,-97.09553,42.22118
31181,-98.49987,40.17591
31183,-98.52811,41.91438
31185,-97.59720,40.87259
32001,-118.30452,39.53806
32003,-115.25321,35.92706
32005,-119.58467,38.82537
32007,-115.53000,41.06022
32009,-117.67657,37.72245
32011,-116.21955,40.08068
32013,-118.16182,41.26461
32015,-117.05515,40.04803
32017,-114.97280,37.75949
32019,-119.03273,39.07783
32021,-118.30360,38.48238
32023,-116.53043,37.56364
32027,-118.33023,40.48082
32029,-119.53277,39.43863
32031,-119.65456,40.58199
32033,-114.97768,39.40231
32510,-119.72314,39.16772
33001,-71.43488,43.52314
33003,-71.27740,43.88429
33005,-72.29715,42.94700
33007,-71.31360,44.69578
33009,-71.73364,43.96759
33011,-71.72006,42.95202
33013,-71.68374,43.31001
33015,-71.02341,43.00607
33017,-71.05823,43.32653
33019,-72.23740,43.36457
34001,-74.68122,39.50864
34003,-74.02784,40.94695
34005,-74.68122,39.86316
34007,-74.98987,39.80224
34009,-74.91396,39.05886
34011,-75.13443,39.31249
34013,-74.25496,40.79176
34015,-75.14638,39.70164
34017,-74.06883,40.73313
34019,-74.91293,40.56342
34021,-74.68257,40.28046
34023,-74.40154,40.42990
34025,-74.13612,40.30305
34027,-74.57197,40.86726
34029,-74.22164,39.82442
34031,-74.30820,41.01159
34033,-75.29276,39.57648
34035,-74.62522,40.56590
34037,-74.70105,41.12825
34039,-74.27351,40.66579
34041,-74.96036,40.84312
35001,-106.67696,35.04441
35003,-108.38175,33.88850
35005,-104.33507,33.30317
35006,-107.76923,34.96200
35007,-104.69081,36.60693
35009,-103.37467,34.62830
35011,-104.42038,34.38394
35013,-106.83766,32.41794
35015,-104.28719,32.48008
35017,-108.28521,32.53603
35019,-104.70981,34.78074
35021,-103.87286,35.80408
35023,-108.78666,32.06279
35025,-103.43959,32.78511
35027,-105.47189,33.74067
35028,-106.32405,35.86702
35029,-107.76408,32.19740
35031,-108.17684,35.48134
35033,-104.94151,36.00810
35035,-105.86444,32.69751
35037,-103.55043,35.17234
35039,-106.78240,36.46531
35041,-103.49491,34.08703
35043,-106.77933,35.70945
35045,-108.33569,36.50070
35047,-104.73218,35.45601
35049,-105.98335,35.52579
35051,-107.10912,33.04268
35053,-106.82110,34.02656
35055,-105.64001,36.50435
35057,-105.87798,34.65085
35059,-103.52476,36.36914
35061,-106.83532,34.69769
36001,-73.97846,42.61483
36003,-78.02357,42.25905
36005,-73.83948,40.85146
36007,-75.86193,42.20656
36009,-78.68484,42.27054
36011,-76.59104,43.16324
36013,-79.41151,42.34037
36015,-76.76245,42.14747
36017,-75.63478,42.47057
36019,-73.67673,44.71987
36021,-73.64209,42.24342
36023,-76.07172,42.60023
36025,-74.95307,42.18265
36027,-73.72698,41.75936
36029,-78.78166,42.76677
36031,-73.74878,44.14596
36033,-74.25644,44.55680
36035,-74.42686,43.13570
36037,-78.18647,43.00006
36039,-74.13182,42.27998
36041,-74.50252,43.66821
36043,-74.94224,43.46075
36045,-75.98909,44.03535
36047,-73.95578,40.64636
36049,-75.49141,43.82045
36051,-77.78134,42.72983
36053,-75.72647,42.95439
36055,-77.68582,43.28596
36057,-74.42011,42.90987
36059,-73.57173,40.75423
36061,-73.95909,40.78130
36063,-78.79067,43.32676
36065,-75.49615,43.23950
36067,-76.20283,43.02168
36069,-77.28212,42.80791
36071,-74.33153,41.38806
36073,-78.23009,43.38301
36075,-76.22795,43.43294
36077,-74.98993,42.61096
36079,-73.75570,41.42431
36081,-73.79318,40.65074
36083,-73.49032,42.71129
36085,-74.12464,40.56421
36087,-74.05738,41.16129
36089,-75.16170,44.53115
36091,-73.84566,43.08667
36093,-74.04446,42.83277
36095,-74.43623,42.59244
36097,-76.89574,42.38998
36099,-76.85748,42.78280
36101,-77.41840,42.29088
36103,-72.79499,40.92243
36105,-74.79039,41.71895
36107,-76.31068,42.20428
36109,-76.47260,42.44311
36111,-74.20277,41.87913
36113,-73.90665,43.51265
36115,-73.43013,43.37403
36117,-77.04969,43.34850
36119,-73.78848,41.11935
36121,-78.20988,42.69528
36123,-77.13060,42.61277
37001,-79.40051,36.04650
37003,-81.18138,35.91063
37005,-81.12628,36.47026
37007,-80.09925,35.00891
37009,-81.49988,36.41419
37011,-81.92768,36.09926
37013,-76.87740,35.47767
37015,-76.97108,36.02919
37017,-78.56902,34.61179
37019,-78.24417,34.06233
37021,-82.53914,35.62028
37023,-81.75286,35.77902
37025,-80.54618,35.34574
37027,-81.55959,35.93983
37029,-76.09193,36.31830
37031,-76.45363,34.86655
37033,-79.33459,36.39163
37035,-81.20452,35.68808
37037,-79.25552,35.69566
37039,-84.07735,35.13962
37041,-76.65843,36.16299
37043,-83.74985,35.07392
37045,-81.55942,35.37395
37047,-78.62144,34.21460
37049,-77.09606,35.11369
37051,-78.87162,35.05087
37053,-75.84642,36.28998
37055,-75.72067,35.69280
37057,-80.25310,35.76562
37059,-80.53752,35.90300
37061,-77.90706,34.95203
37063,-78.86887,36.05109
37065,-77.57811,35.91550
37067,-80.25952,36.11714
37069,-78.33036,36.04091
37071,-81.18203,35.28413
37073,-76.70959,36.42423
37075,-83.83413,35.34170
37077,-78.65527,36.28229
37079,-77.66776,35.49972
37081,-79.79010,36.07898
37083,-77.68383,36.25782
37085,-78.83855,35.38793
37087,-82.96507,35.54141
37089,-82.47391,35.32234
37091,-77.03014,36.39220
37093,-79.25988,35.02381
37095,-76.15539,35.35525
37097,-80.92130,35.77403
37099,-83.11607,35.26340
37101,-78.38913,35.53590
37103,-77.41470,35.01053
37105,-79.18948,35.46771
37107,-77.67601,35.21814
37109,-81.21759,35.48411
37111,-82.04356,35.73907
37113,-83.47955,35.16215
37115,-82.66542,35.87204
37117,-77.19553,35.86511
37119,-80.83060,35.25829
37121,-82.12545,35.99088
37123,-79.89851,35.32365
37125,-79.46146,35.28057
37127,-77.97542,35.96513
37129,-77.86793,34.08897
37131,-77.36894,36.35612
37133,-77.38652,34.69202
37135,-79.12242,36.05225
37137,-76.68262,35.15615
37139,-76.28170,36.28514
37141,-77.90120,34.49288
37143,-76.43200,36.19867
37145,-78.97248,36.38946
37147,-77.36346,35.58017
37149,-82.17650,35.29732
37151,-79.80235,35.71320
37153,-79.72759,34.99455
37155,-79.14308,34.62611
37157,-79.77721,36.39200
37159,-80.55033,35.68265
37161,-81.91802,35.39709
37163,-78.36118,34.93503
37165,-79.48406,34.83709
37167,-80.24692,35.32430
37169,-80.23949,36.40386
37171,-80.70647,36.39926
37173,-83.59656,35.48750
37175,-82.76969,35.22525
37177,-76.19159,35.84712
37179,-80.56248,35.01119
37181,-78.39846,36.35494
37183,-78.61004,35.79756
37185,-78.10282,36.37402
37187,-76.55930,35.86224
37189,-81.70439,36.25136
37191,-77.98154,35.37203
37193,-81.16966,36.21780
37195,-77.94596,35.72530
37197,-80.65682,36.16724
37199,-82.29739,35.89172
38001,-102.49680,46.11419
38003,-98.06043,46.93550
38005,-99.47942,48.10881
38007,-103.42027,46.97826
38009,-100.83981,48.77206
38011,-103.52060,46.11322
